3721:12512,533,3,10337,16958,1431,28,20086,16095,867,8932,7392,3220,18761,14662,3314,9970,2106,5776,2599,12158,3849,30804,3328,17198,11010,27739,987,24178,9909
3728:28586,6710,9675,9143,20369,14603,23229,39511,54256,31857,48273,34030,47823,28202,24014,24938,50983,46330,16964,20545,14913,64,15629,35632,35011,36389,49167,34808,44567,45568
3735:2200,1599,3663,1026,811,4304,7962,7916,1509,5560,292,4069,858,13556,10077,690,3341,8640,1796,7102,371,1646,1418,2256,2180,10610,1863,257,730,1126
3736:7822,3121,4111,4773,13076,12816,4849,8423,597,3569,14388,593,17457,7469,11271,6373,6773,19308,6106,1868,9307,11384,18761,6674,4862,7360,1455,127,1676,5052
3737:48103,23064,24658,2852,44867,17188,11759,29895,41841,23073,9430,24924,41170,15798,56283,5228,49851,21336,31174,55812,30703,45278,3492,39226,18470,45780,27373,53869,37210,23911
3751:30804,11725,22888,9349,2456,5396,28758,20691,32672,28086,15565,7268,7626,28,9489,1716,4932,14308,5600,19732,14082,19917,31094,17101,28066,17337,19010,5855,24628,26462
3752:1123,23059,36950,19152,10781,22305,54755,12516,45380,38657,45723,26445,3722,38365,49792,39950,21489,38664,18639,56122,41320,22157,6411,43315,40450,24658,36406,28615,1102,30449
3800:2725,280,2070,14270,1756,12831,20299,371,6855,825,732,10610,1531,490,72,1094,7962,2520,4533,9894,1337,3663,1702,139,1435,11463,6246,3071,4745,1858
3811:3059,13687,6833,7764,3971,7777,6982,3378,7901,2469,24092,13039,12615,12957,85,15249,4390,23536,8935,6193,14346,10134,3430,11037,23335,32791,15480,34613,18853,15832
3820:7822,8347,12158,7498,15366,5236,17111,6773,7392,61,12157,20955,30804,7341,4849,14171,14158,1431,5046,11375,2562,4187,867,3849,1425,19469,5383,10719,14787,990
3840:34147,14324,25752,25121,13469,6128,17007,9491,26805,29862,46059,24047,29086,30022,7332,7608,10798,36178,26169,21095,14327,32017,1575,14266,12225,32164,22761,2460,16181,16049
3846:688,2676,8735,19230,10967,2451,285,6322,5346,11117,2773,3965,6814,9894,4306,926,1896,7136,1731,9415,2129,4440,9271,2281,2628,9087,6307,8357,13904,4791
3849:9909,14146,18761,4187,7874,5383,10719,12816,17478,11602,6862,533,20234,867,11837,12768,32303,28,2973,17451,2367,12557,24374,5928,7904,26805,15274,24287,24190,19033
3850:28,4187,23158,9891,7341,12557,19787,6790,11602,11330,24374,10719,1291,19939,12860,15425,1425,6862,2367,27282,8235,30375,11869,1052,7563,29062,30216,6277,9970,18054
3857:23197,18054,11560,16200,9052,3506,21870,11010,16384,479,272,12768,5527,9530,9371,3579,6790,4687,17754,8228,11429,16958,12453,3705,3234,2882,22761,15632,32334,37575
3859:17457,2660,13070,5347,3885,9562,2129,1895,7144,6357,13973,9583,1449,3328,12997,439,5952,3025,7226,16146,18810,6518,2726,4771,16582,10116,10621,25210,13222,4269
3862:10510,8106,17812,7241,2123,1692,14362,2960,6508,6186,27133,19306,14495,20581,16805,10718,9152,10131,17786,19014,7382,9081,1252,5340,14649,2616,23014,9937,1812,29690
3888:12565,7357,8745,7372,5332,1103,2181,2665,992,3413,2896,211,12386,1332,10309,3121,20716,5823,10518,10283,6402,6010,2770,342,828,5499,1455,5663,13099,22182
3911:32274,19886,10286,19634,35695,42192,6902,6140,13754,22888,9997,8178,23922,12383,9489,12051,4998,9482,16409,13767,21184,6055,20397,15064,19758,36911,32032,20973,29620,40109
3921:9467,2253,3890,3651,3988,2936,10173,29576,2023,12626,10803,6331,10125,26551,21464,8419,7135,2997,11275,19499,11676,5499,5472,15309,1065,15018,15442,7592,6389,4841
3929:2455,3675,4665,1577,14279,4616,7073,5220,98,13302,7791,3984,5448,21939,11495,525,139,6303,13901,17110,7488,2677,3097,30829,7713,6460,546,8582,10926,3365
3930:2473,8114,944,866,3404,9324,16847,13904,3693,6068,309,6402,1898,1384,10903,7055,139,9976,9894,14267,2194,14335,13727,6198,6456,7549,3867,17278,1896,4304
3934:24279
3947:7822,8423,1117,18148,19787,1767,9373,10027,9256,18877,7377,4183,12077,8326,1116,18293,22065,11974,16095,14858,11840,20893,5110,5164,98,24374,4517,13557,9280,13099
3950:18877,3959,11454,7360,7822,23953,19787,7741,17130,12315,5654,1117,9888,13099,7663,61,6236,6428,5539,7469,4930,6773,9989,8932,5439,14138,844,10283,2481,6827
3962:5023,6543,6239,3505,11627,1629,11398,4656,10552,8632,4471,6538,1310,6478,1137,1665,3003,14778,21202,767,7649,5439,2738,4086,2360,4930,3830,6133,14,6644
3974:10565,15254,2474,6966,4852,872,5321,34286,1554,15703,20718,5909,9001,2477,14950,21028,11908,2678,3579,5099,28393,8645,4329,269,9017,18730,14334,29541,25603,10462
3975:7226,6644,13295,6218,2848,7179,5023,7390,8249,5558,5624,535,9562,7663,1067,9888,1549,6518,8739,1471,15905,9538,20546,5746,15604,413,17130,18810,2898,12149
3988:9467,11856,20170,29576,8419,16426,15818,15236,12766,22579,10217,5844,16987,10037,1581,11030,26858,2067,21464,11185,15634,15654,2216,27344,5916,6331,9442,5535,16919,20063
4006:22826,5562,31298,25953,7042,14244,16478,45615,10320,8330,29015,20029,14903,38010,6732,42818,25147,20575,24576,14865,25603,30037,53179,7504,1204,20000,38518,22483,39190,5906
4007:37264,19612,35000,1793,26170,13575,42222,17164,12597,29472,28422,16024,13896,24889,25195,20654,14999,979,48028,25416,6781,16103,29682,10184,25797,25272,2019,33489,12932,25206
4008:30953,10896,29102,45887,32526,41198,23162,22197,33665,25997,13214,11147,18919,40481,14273,44203,15138,8912,45633,15420,17243,42137,37021,47624,10311,38491,22635,26933,31227,14460
4009:5455,835,75,8282,22419,17003,3623,9152,7058,5593,4354,10283,9364,13213,4457,4273,3250,16159,4947,484,9587,15620,14365,19545,10834,5452,2862,12595,27133,734
4028:1581,14275,16515,11856,2152,32516,8419,13388,2023,17763,50980,13321,19992,10018,42592,55020,29666,6434,18250,24453,16861,8896,19515,43021,10184,3540,19499,34417,22471,12001
4031:18218,23257,21786,11770,20368,55664,18071,17348,18064,54388,11805,21141,30306,10237,4551,10644,16311,13884,10010,52405,35253,9826,20973,1336,30231,37533,17189,14660,38795,21046
4035:53352,4677
4053:20031,8639,6168,3417,2013,8553,7073,3156,14953,15551,505,491,33737,18555,16914,22924,4485,1357,835,7951,16205,6084,4360,14401,2369,1908,8632,9827,7224,7133
4064:8306,2428,14011,1310,5952,10490,1137,8932,1007,14926,1334,12028,23115,11627,7226,8582,5448,18970,4258,14705,1559,2333,13070,14388,2830,1339,4740,9888,6460,7377
4067:14388,5254,7136,2215,8582,2073,11627,7735,11463,3006,1340,6814,2441,2428,102,1655,656,382,1444,4440,2566,7120,1007,2868,8278,13081,6526,3590,8714,4064
4068:19638,19021,36477,25653,17494,29531,25235,11159
4069:4439,4304,8576,728,198,1551,1868,184,2073,1928,5803,2850,703,1066,10610,7098,2256,586,7822,11495,7783,11463,3121,656,1509,5867,3650,3898,5353,9662
4076:29815,27503,28306
4084:14596,2080,11866,6414,6460,372,1449,8582,3693,756,2948,15776,2966,21236,11772,7543,535,13295,9888,593,1906,14941,11491,4258,4290,11398,413,4440,15905,18594
4091:4917,8932,5072,1813,8582,9952,2129,2151,4313,15123,6341,25061,914,250,14528,9128,5386,4771,8396,7226,8915,10116,4617,9562,16065,16085,17478,5448,2216,976
4103:21246,25622,18423,17544,34755,31622,23484,8805,19221,36682,18359,46072,13391,30703,45278,42358,3492,11100,39226,45840,27373,37210,23911,52056,31046,21478,54745,23566,20536,12126
4104:19533,8178,20815,11276,16519,7626,33940,20830,8805,7884,13395,13391,37575,27641,8434,20193,7504,1656,7279,18359,28509,18822,38985,19286,4103,16049,2740,33471,22028,36682
4124:7684,15355,9437,14866,11249,31343,11693,11252,9044,15860,7403,41740,17839,7333,11079,2111,11319,18704,24618,29442,4805,9573,45059,7715,13066,22061,53993,26500,34941,14022
4132:8877,12786,1445,6566,14741,11463,1127,9347,6307,11117,1646,2541,4807,8535,12749,4886,8114,7916,1539,11755,4582,3181,596,3885,3742,10116,16836,246,10366,5110
4134:22990,24569,19748
4138:2081,9744,7549,3864,24995,15833,9753,5916,1545,4943,22919,19585,18297,803,10216,22419,15446,2583,6705,7324,2613,21468,12432,12018,4649,2338,8713,2904,9948,24018
4140:9697,40267,11334,29470,53932,9470,27851,30028,34504,54614,27869,37705,24144,47689,6279,25883,3277,12488,13926,24136,5793,17987,10047,33217,42219,25671,6734,26050,23997,51588
4158:27656,21520,6019,615,11878,14336,40267,13150,3094,25205,11981,9193,10207,24375,19210,9943,32053,28755,10772,11155,19890,22577,15020,15053,12588,20106,25758,11016,13714,9532
4164:3826,17414,1187,6863,14883,10318,3173,12432,4649,28983,3136,7300,2613,7038,12559,2940,16146,21468,7549,6586,11827,3864,335,8597,2384,7011,10103,8932,10692,18297
4167:8676,24847,29097,38101,22887,21267,47448,6347,35503,9708,21698,55087,13159,21627,24139,29561,15066,18431,8460,32659,47907,5532,46716,21131,38301,39540,18490,49562,33373,10910
4171:37611,35223,40744,42405,32907,22226
4177:1653,5923,11755,4912,5716,9151,4047,1215,28851,535,11403,13257,4950,5964,4339,3010,19292,9751,11507,2264,2914,820,10342,6987,7019,22667,2613,14280,20284,4849
4179:1503,5019,23115,5741,6072,1398,7098,23237,14572,439,6559,857,6704,20955,12712,7663,13847,3175,7881,12451,17088,8695,24532,10226,10102,32383,7822,8276,8582,7300
4184:1868,1334,12997,9989,8531,1298,7098,61,8135,15620,3514,309,4970,5143,5867,2495,988,8306,13446,10226,8582,6953,10775,12157,4617,2073,6821,5741,7144,1449
4190:14694,23312,24602,23458,43833,15936,14363,21987,24502,26810,32215,19361,33618,27799,21699,14996,23451,11357,40200,16906,21582,9930,47417,28773,4655,13716,8781,25433,12790,14032
4210:23538,17630,28019,32430,22337,14826,22736,829,27218,30375,19418,23599,10480,17218,11898,9862,19650,4615,10237,35458,26576,22473,33729,20569,2364,23129,11930,20751,20973,4788
4213:5156,1101,4745,412,3698,53,4759,1418,1823,15454,3006,4410,2150,794,3341,12749,8137,4399,2411,161,29,4886,3406,3460,7532,7962,5632,4902,309,292
4237:4849,4352,16095,9373,11009,19939,8803,3510,2722,11869,1766,6790,9909,10327,14750,9221,12860,135,7305,18054,19350,1291,10337,3850,28438,61,17523,10032,7341,18472
4242:5023,5654,23024,5972,11781,3952,6811,5001,2080,2368,13286,5530,5552,20940,340,8481,13065,2100,23237,16300,7543,8416,9970,541,21913,9612,17552,4183,3512,6499
4248:3337
4249:27053,9579,8144,1615,55974,6134,30829,15754,7626,10299,28242,23685,7435,30322,28985,9430,41841,19751,47322,30413,21329,11645,11908,9081,18963,8548,15283,13841,50983,56283
4265:18419,38868,19329,24710,36778,27925,34420,22568
4269:6773,7822,18497,20955,2577,4849,2438,5397,12157,5992,7302,17111,15452,1664,127,5046,535,2571,12312,6012,20234,12084,19896,7663,7904,3179,13099,21463,26374,32303
4273:15274,24981,7463,3312,14324,30119,3179,7189,25603,20575,5383,20127,7539,12436,7811,5928,24995,11576,18147,36323,10301,16702,32303,2749,5651,14513,6682,16811,12486,14865
4275:11974,4578,2722,453,9037,11281,11263,19344,24628,12855,22407,12557,15153,7054,6931,9891,36590,4011,26160,37527,8868,11907,5653,16384,2003,9000,1233,19552,11034,29420
4277:5560,7718,1551,13904,53,11463,1509,5592,3006,2073,3642,2256,2258,7144,811,1928,276,15507,3742,1655,5353,1868,309,8898,3820,5803,1042,9590,1449,7826
4281:3959,9890,6218,15674,23115,15525,10775,2948,943,4740,5058,6878,9538,4975,3950,19940,5952,1334,6821,12528,7390,756,3005,3975,5664,2858,5387,14011,1137,5558
4301:7962,6245,3121,2686,418,1126,5986,2696,648,1210,323,881,1764,4703,4410,7783,2866,721,13556,6582,1863,6504,1354,1025,4745,3201,8135,1026,4095,2443
4303:10725,4518,22065,20691,6790,5843,11507,3904,23818,28,18822,8142,15967,13356,5337,11273,16738,16018,30953,22165,14998,338,19102,45276,24762,13783,11942,21723,2340,12342
4304:2256,3121,7783,5952,7098,811,7822,7860,1042,5803,198,3227,10077,5448,9662,7526,1868,4689,5273,10610,4970,5664,6464,4975,5853,9415,597,3764,7305,564
4344:120,2447,1132,18654,17200,25222,2766,15632,30271,21537,2986,16869,16309,8217,2446,15181,6860,17676,16423,18306,13542,5036,8969,7158,12762,17216,6039,12589,6878,16151
4353:10361,27504,20829,40405,36859,40091,35499,52915,11387,45149,3087,13215,8139,24782,8956,8142,17042,28364,14893,22190,1223,32209,20789,33537,33874,1525,42498,17849,16225,22014
4357:8294,14509,18555,24865,36172,18622,4814,7674,28931,35534,11434,28377,38985,31862,1408,20161,6202,21336,23818,47221,44564,55812,33275,14948,7541,44358,18470,45780,11899,41575
4365:173,16166,14700,14536,18463,23745,25737,26729,24408,7907,6001,28592,23599,42273,20404,3881,20830,22522,10636,9761,7420,20049,30244,6165,13021,11645,27761,18873,23799,48058
4371:3353,5737,2045,569,6152,3704,7358,2628,24035,9898,2743,10799,9466,6482,12018,3967,4003,11439,6931,2449,6998,15270,8915,11393,7377,19088,11755,4846,4275,3328
4372:5359,2023,15236,5288,14424,10857,37841,21031,14865,21076,12141,21168,32303,35154,6785,14513,10184,10718,3262,6026,15364,12819,11220,18085,20575,21202,15137,32949,7189,12588
4399:11463,4069,2402,2073,5998,8898,6504,11117,1551,3406,4221,10150,1713,14171,9306,3698,6770,5439,139,1720,1340,2258,1220,2150,18210,7718,4439,1334,10226,3898
4400:5524,3586,15869,4062,6027,7692,2247,11071,2993,1916,9413,6009,16005,9804,6905,3866,11739,16077,12041,2801,1471,2966,10276,10389,5549,11956,11091,7168,1449,300
4407:4014,14171,5603,2562,7951,13076,7822,17111,22736,1758,7133,8269,2761,4849,8582,597,12768,1334,16065,7144,127,5019,13852,17457,4771,3959,4404,2465,18294,11488
4424:1666,22250,31540
4426:4637,9022,4130,9912
4436:8810,15399,7974,19951,9712,22408,10176,8753,3368,15103,22896,21140,27864,3610,2672,12782,11978,2544,14661,8896,6161,6125,22696,6503,2989,10434,3372,7950,3224,7936
4457:7163,3346,9221,14566,16616,13354,12444,10027,16769,2906,12611,2020,3619,120,9311,2084,6291,24211,7872,2556,3738,17552,20046,21739,9371,10098,20248,802,20893,2193
4458:39298,48384,23077,28730,48540,16552
4466:7822,7469,12028,2760,8695,6773,5115,6428,9909,4862,2973,6821,20955,12816,13605,24287,5654,18761,9989,1156,7874,3532,14787,987,14572,5928,11602,5680,3849,7893
4469:1025,2998,3663,3034,7962,13904,2200,834,10246,4146,648,11673,728,1796,2296,3164,1599,2566,2005,1354,323,2563,316,1694,1101,2830,2890,535,6946,5956
4482:656,5095,5023,2215,4347,2428,15958,535,7916,7136,1928,3051,5058,3367,13602,1646,8357,3075,309,1805,8918,5592,1952,7434,5522,3779,1045,5420,2856,4807
4507:27455,27783,38214,6448,25502,8677,18423,31723,1052,25085,20496,10956,16541,17218,7674,33008,16314,9741,24374,25752,16181,13561,8964,8228,21627,1524,13021,3629,2722,19308
4514:18911,20985,10835,7806,911,17890,1467,525,4737,1543,13446,3405,21912,10077,22253,6519,9268,279,7502,6735,5367,7713,6744,1545,10111,12816,3079,5979,4773,358
4517:19787,4187,22065,27455,25502,4788,24374,16331,15937,5992,16948,8929,2365,6859,21128,11330,8860,24292,28,16181,941,26374,18822,25752,7341,3179,8873,17218,10718,30375
4522:10531,15587,13438,20065,3634,23392,26196,24076,16901,46660,4415,9542,8397,26353,22763,15832,16984,10971,16815,4025,25844,43399,31505,10052,15701,15560,1616,10312,38835,28937
4530:15884,16474,18497,9665,24292,11993,13090,9436,1218,13127,2438,3179,11214,14433,17099,10157,14763,1296,2610,6835,25222,13445,12369,7469,18292,5452,2831,19787,7211,15420
4537:36138,220,26025,30151,8417,44210,13825,10637,25404,25953,13945,14944,37430,35810,47042,16792,22693,33060,37317,28933,37071,19557,23536,22000,34649,28182,22169,37106,43826,34176
4543:1629,22777,718,16522,6508,28475,1938,5014,9782,3511,6834,8260,5409,16047,19236,17034,24032,6691,10852,14085,15352,20170,9534,12420,13008,4118,5455,8191,5852,19096
4562:9992,23597,19308,16742,38432,29371,14648,18085,12588,15364,13884,29454,20878,21336,23818,35253,55812,14948,18470,45780,6479,41575,53869,18440,1825,34390,16750,35304,14562,8929
4578:24292,6128,18594,29950,2447,18968,10439,2685,22691,33292,5782,22736,30022,11682,4579,6859,13421,30161,11365,21617,30451,29443,28075,30396,7893,16727,7247,4647,10314,21763
4588:18588,23951,2365,4517,16038,15571,14250,13883,16948,22736,376,24292,34379,12645,19140,22888,4050,17025,6719,20163,24707,16786,33984,48835,40770,18306,14826,242,22044,19896
4618:2099,872,12513,2181,2243,5446,11093,4189,22257,1627,681,133,12218,644,3413,14824,8745,9188,8324,4284,4733,158,1642,21028,10334,249,11194,18070,13829,6231
4633:26172,7033,24307,8683,31545,35779,53308,4659,1189,54881,25362,33637,6952,55268,18758,45519,44161,11925,11915
4637:4426,9912,9022,4130
4640:1156,4066,9662,7822,1045,4667,3136,4339,2571,857,4258,17457,2800,11866,15620,17111,5448,92,2743,7098,5539,4466,3121,11398,3003,14941,13070,5624,14210,10333
4641:11032,6288,4743,12102,14105,31998,15316,27038,27051,20659,16959,23619,13071,8081,15531,9226,3519,11726,15252,10948,9141,18466,22437,11515,1438,14542,21220,2919,21297,16472
4642:17868,5555,23562,3651,7377,16451,7366,3890,4617,3850,10283,3136,10267,6777,1581,361,2613,9751,4900,2186,6770,1005,21464,14293,24672,18026,3510,3099,13099,209
4651:32989,10288,10843,15078,21482,29233,6775,31581,23043,5541,34962,11504,23734,13767,35688,22844,7953,3912,17516,13547,15917,14558,13799,34021,21266,3081,50146,14637,53449,17439
4665:13099,9599,6460,2848,1005,11627,4360,3618,3294,2635,61,1549,3179,7179,4617,3510,15937,8423,3952,6827,11488,4616,6773,18877,6552,7663,4625,680,16065,1137
4682:18709,16745,50178,22928,21443,18521,15067,17084,45331,15653,39238,50398,2983,8338,8861,17282,19836,31049,29725,21175,13385
4687:13370,12109,31978,16844,6317,6368,14719,11888,10093,14826,6651,8220,31517,1002,9052,7462,28075,23247,32334,15572,30825,15457,29553,29950,37100,14592,15153,1368,26736,30691
4692:23259,3342,20248,36478,14826,17188,11759,29895,4175,17007,18575,23073,24391,3840,1939,24924,19840,41170,15798,12287,13629,5228,31174,21998,15296,30703,45278,3492,11100,11263
4702:6497,17752,1404,19683,4460,16187,20083,5313,37737,23015,286,44006,5258
4730:7302,3312,20575,5397,32303,21168,3179,8873,7539,24995,14324,23415,25867,2749,17732,27269,7503,35630,6417,15021,4905,9412,36323,13700,13655,15218,18294,5844,15900,10301
4736:4483,1676,10498,3966,12816,2973,5492,17812,13038,11974,10027,23382,23433,23415,1291,19308,18205,13298,2989,987,25199,1097,22419,1630,7904,2072,2366,11827,19571,7874
4745:2163,7136,4533,1354,11569,1551,2281,2073,635,1823,6504,1418,309,5998,11117,1840,791,10610,1868,1101,2150,5273,412,3006,7962,2981,794,2402,5867,711
4749:11331,18,2915,12369,2282,25618,38178,6745,14624,5923,17993,13563,918,19154,10563,18225,8553,9928,3884,16221,2026,6842,14763,31275,7363,5341,15066,30899,16619,18431
4760:43366,14639,28749,34191,47091,10675,15969,31295,11373,2054,42338,29318,15509,16193,12796,35742,22936,23450,9951,32302,18051,37418,29687,24240,42878,18518,42894,22594,22063,44471
4762:1491,4247,7252,17552,12100,13469,1159,18469,43094,19546,22028,18515,32083,6859,11908,31356,5868,34286,13629,43893,23818,3157,28393,20545,27167,10925,13356,8560,9251,37387
4767:20379,17665,16366,16571,29907,9081,18158,23685,7435,30322,28985,9430,41841,19751,47322,30413,11908,18963,8548,15283,13841,50983,56283,29028,21336,22797,43893,49712,55812,20518
4774:14926,2012,7822,1334,6822,3121,9644,15507,10775,12408,4187,15193,3822,2391,7341,22452,7498,5438,3952,1130,3849,7183,18472,844,13076,770,2546,4467,3820,28
4779:155,134,5464,3280,4348,1935,2827,2736,15760,14333,7655,6587,219,8774,2596,9821,9398,3003,11372,14762,3452,13256,7599,118,10366,8614,1168,7930,15193,8230
4788:17218,16205,24374,22065,36178,25502,18822,16181,22697,19787,2722,13021,29855,24292,22511,5922,20145,28019,26374,14750,34715,23226,8178,25505,13806,15218,31275,20777,802,16702
4794:9200,22760,19246,10539,4483,7601,9146,8685,9193,338,24852,17,13655,13218,13898,8075,4609,8747,9420,20193,31978,12026,18793,8663,1690,13298,533,18588,20271,12512
4796:15784,28826,26829,11346,43409,23286,42547,21083,31600,45243,51332,29563,16142,25762,36993,24304,24237,35630,17453,50690,9010,36910,15424,13107,26755,23828,30652,12896,25766,31124
4797:540,3354,9927,991,1413,3348,2461,1776,1640,1950,2471,2192,1689,1598,271,10470,1260,1278,8065,311,7962,917,833,575,5150,1937,364,4753,1904,490
4802:23860,14756,29895,16981,31275,20831,26460,12453,15440,13721,28291,25249,23197,33730,31517,10311,16887,6317,14170,27641,20496,11273,22550,12668,25618,10314,27404,28813,12714,32564
4816:24061,16463,30840,13433,19019,25372,8927,11712,27060,4145,27591,37462,26312,33308,28070,23614,12246,8445,30392,7884,27101,4705,20894,20563,44785,17764,34,53586,24059,18894
4831:38214,13768,11888,10093,8222,8220,14592,25367,12109,24766,860,43008,25898,29862,23898,42010,38481,29687,23963,29086,12425,24981,29950,45266,21914,20146,26169,17007,21840,30216
4834:7532,7784,1418,4349,7962,5156,1657,8303,4874,10610,7872,3986,6231,292,10593,4598,5724,13556,10920,436,1064,2274,1045,3187,524,588,12135,830,5273,1166
4852:2474,10565,3974,15254,6966,16901,1294,8673,10330,2753,7674,11580,3953,2949,2770,15937,22471,10139,22300,7616,5667,3022,13385,10283,8366,14365,2216,32833,6739,8519
4863:1907,5555,23562,1316,4642,17868,6793,16357,1066,5803,5998,3121,7532,2261,16954,3403,3736,5983,1657,998,401,1114,3010,447,4233,1042,397,1020,9197,4886
4870:35348,9052,31641,13421,34038,42482,19152,10781,22305,54755,12516,45380,38657,45723,3722,20554,38365,49792,39950,41028,38664,24687,21489,6411,41320,22157,16724,43315,40450,24658
4875:61,2731,2504,18867,3959,6878,9624,9888,20970,14745,14171,844,13065,9296,18026,6012,14938,1521,9612,663,6090,5301,867,8950,4404,12476,10442,7118,6039,8719
4889:7822,8423,7469,1334,4273,3136,2468,6773,11929,7360,663,20955,7243,8582,7377,593,296,18761,5279,14983,19585,10283,6877,13076,16095,5741,61,17478,12816,6301
4894:19201,9150,25568,17034,10468,32452,13008,13302,17411,36523,7004,23569,24546,24848,15501,8698,13953,15283,11363,17082,37220,12659,8289,17009,25260,9158,12420,23025,8970,15555
4910:29070,21266,9954,25925,28240,23073,17007,18575,1939,24924,41170,15798,12287,5228,35826,31174,30703,45278,3492,11100,39226,5126,27373,25193,37210,23911,29231,52056,15288,31046
4919:3179,7302,6499,12025,2991,7707,18810,7539,7193,13531,2878,30944,12859,17478,15425,7044,28156,19913,12583,4841,26081,22534,1164,6311,3727,2749,40004,8911,3312,6302
4926:10327,30764,4802,1177,15440,19333,3342,23259,36478,33265,36212,11215,5386,25193,4692,6761,33813,19012,16384,2991,19545,5673,42818,9412,11130,9379,6634,13813,1491,5776
4934:16420,19645,24304,44430,16780,10614,11522,26779,31312,19320,41672,16142,37677,17045,41814,36910,28796,26755,50353,37302,33952,24454,50610,32203,20213,7342,24787,35168,13397,23788
4935:29650,17297,12729,25799,31612
4944:22596,25722,42947,14032,7251,50320,36270,47567,25433,32111,6563,24602,23458,39739,6169,26810,19600,5653,19361,13783,21699,27799,14996,2105,32039,34238,4330,7859,13087,9149
4946:7076,18591,18460,13701,14907,31203,25277,6897,2416,31504,1568,7435,40481,13846,39016,15046,11632,38258,5131,14630,37823,33715,8795,17674,8139,14514,9143,18078,34286,47462
4949:9355,21083,30240,39255,6963,25763,41576,14762,28655
4951:26009,19771,21432,46383,34536,10416,15151,17167,28186,40956,12216,15332,32850,41617,28655,36880,52571,54054,31850,24372,7095,11788,31407,10324,21282,19572,34011,36902,38290,33246
4956:480,7232,1465,10914,13953,19449,12884,7812,5367,8366,453,3278,8276,3785,8719,14622,7944,16527,7521,6252,18571,30805,4030,14254,2538,12846,24995,19595,17476,10090
4961:25926,25260,18683,27656,30504,11605,27393,33856,28242,26779,10801,2534,38682,2223,8217,44809,14345,12051,31228,30221,30306,15283,26973,29666,20704,27577,25804,21520,3611,6310
4986:1340,2918,5168,12776,4066,5867,7497,4258,8932,12310,3284,1868,207,17198,721,9502,8016,2635,11929,6936,13446,12712,4590,2820,5920,16065,16958,867,4625,6827
4992:14293,4970,8059,7362,37855,4617,10030,3118,1471,17200,10116,3175,1794,26309,5143,2458,19287,5624,150,210,4888,6924,2989,18845,12050,3659,3343,6770,11541,3758
4998:36326,6128,24292,29478,11816,19896,15457,13799,28075,29776,33181,9122,14375,29950,7462,1368,32748,9163,8446,31420,17360,20023,11930,12675,2836,9481,36710,2447,10093,14582
5001:5654,11454,5972,11398,3367,61,7305,2388,4517,9169,467,1266,12564,5439,3959,5979,1983,13295,11330,963,4016,5397,3947,10323,8172,1156,9888,2964,9598,1710
5002:5598,48156,1579,37898,20906,12525
5006:16966,22844,25249,18460,15587,27229,7046,6692,22124,11856,8419,20034,27258,31131,2227,18613,31366,42518,55040,39674,16498,4100,5434,32878,19499,21813,2225,21980,18492,36756
5007:18161,5237,9697,11462,8072,872,14366,12218,8002,25959,3342,8391,2216,21755,23793,20939,11030,5386,249,2201,9256,12089,15134,14924,9018,6883,15431,5801,6992,11194
5011:6480
5015:45484,34020,42116,49523
5018:10366,22547,32656,21245,3121,533,2599,3518,9363,4617,7663,3721,5208,5836,5299,5143,4066,22067,4849,5197,9296,13076,3,10716,1503,6106,7498,16331,10337,3510
5031:19787,38214,15551,15070,1349,19554,3101,11869,11954,9530,5221,11330,20830,6878,14750,11956,17688,1524,10693,7341,8367,4183,5922,4788,7350,11273,11639,9970,9687,25502
5039:17527
5040:11029,294,6309,1802,22312,5656,1334,6552,18877,2080,1710,11216,11009,2755,9215,11840,12762,2813,36754,480,8386,20636,11786,15134,4247,9193,22189,1037,14362,22685
5047:25203,13134,33902,27111,2986,14495,38132,22861,10917,34187,14228,28705,11542,39187,16628,13121,18879,28075,2157,24547,19130,39016,12913,33450,14730,46308,16301,19682,28831,41468
5048:28909,54476,28939,56452,39544,22347,18151,36461,25281,26268,26235,56153,37634,42874,21719,45723,52048,7698,17557,26337,18520,22106,36274,27465,15513,20759,12519,22478,34820,6922
5079:9662,7822,3952,22452,4862,1467,593,13076,8306,597,7469,5023,2360,6773,5492,533,11398,1310,6428,5741,8695,20955,13605,1957,1906,2973,3849,7098,14787,4849
5086:15818,1294,6893,9739,19701,5083,12342,544,9765,24032,14550,8018,5332,6095,9761,7472,26144,15937,6898,10735,19812,17082,10172,15280,5485,11488,8366,8079,17084,7616
5088:11359,25956,24370,19475,31894,17084,14826,22606,13215,19474,32514,21801,25515,8523,8170,29478,29394,42289,7043,34485,25216,11979,35979,6073,34890,32876,6799,11040,12442,21041
5089:22236,23535,36133,1624,42121,41233,31486,1105,22663,32778,11448,53022,23969,55036,31610,33946,45081
5090:15498,18986,34208,18951,15213,45709,31054,30561,29231,35495,101
5097:17944,33790,56351,27111,36187,25444,26474,35808,52547,30515,24979,15397,17205,1081,10280,31122,55368,49281,19576,1944,41131,17387,25909,13186,39639,35968,30721,13422,35025,43252
5107:8967,3886,998,6406,2164,3333,4889,15204,6503,1279,18684,2360,3220,17002,4300,187,1589,1710,9154,2513,7360,7358,1327,5928,3781,8176,4708,2031,11535,3896
5108:31451,19381,43636,27393,40274,28184,43194,53282,12747,56186,31557,30221,34267,38078,18427,47180,55144,54236,46175,33189,9710,40687,21879,14854,39293,36545,32775,4811,509,32635
